peptide_id,bucket,category,reason
5333,b3_excluded_residue_no_smiles,residue_based,position 5 ('S-ALA-4-pen'): unknown residue code 'S-ALA-4-pen': no match in p2smi database (checked Code='S-ALA-4-PEN'); position 9 ('S-ALA-4-pen'): unknown residue code 'S-ALA-4-pen': no match in p2smi database (checked Code='S-ALA-4-PEN'); position 13 ('S-ALA-4-pen'): unknown residue code 'S-ALA-4-pen': no match in p2smi database (checked Code='S-ALA-4-PEN'); position 17 ('S-ALA-4-pen'): unknown residue code 'S-ALA-4-pen': no match in p2smi database (checked Code='S-ALA-4-PEN')
5331,b3_excluded_residue_no_smiles,residue_based,position 3 ('R-ALA-7-oct'): unknown residue code 'R-ALA-7-oct': no match in p2smi database (checked Code='R-ALA-7-OCT'); position 10 ('S-ALA-4-pen'): unknown residue code 'S-ALA-4-pen': no match in p2smi database (checked Code='S-ALA-4-PEN')
5341,b3_excluded_residue_no_smiles,residue_based,position 3 ('R-ALA-7-oct'): unknown residue code 'R-ALA-7-oct': no match in p2smi database (checked Code='R-ALA-7-OCT'); position 10 ('S-ALA-4-pen'): unknown residue code 'S-ALA-4-pen': no match in p2smi database (checked Code='S-ALA-4-PEN')
5334,b3_excluded_residue_no_smiles,residue_based,position 6 ('S-ALA-4-pen'): unknown residue code 'S-ALA-4-pen': no match in p2smi database (checked Code='S-ALA-4-PEN'); position 10 ('S-ALA-4-pen'): unknown residue code 'S-ALA-4-pen': no match in p2smi database (checked Code='S-ALA-4-PEN')
5332,b3_excluded_residue_no_smiles,residue_based,position 5 ('S-ALA-4-pen'): unknown residue code 'S-ALA-4-pen': no match in p2smi database (checked Code='S-ALA-4-PEN'); position 9 ('S-ALA-4-pen'): unknown residue code 'S-ALA-4-pen': no match in p2smi database (checked Code='S-ALA-4-PEN'); position 13 ('S-ALA-4-pen'): unknown residue code 'S-ALA-4-pen': no match in p2smi database (checked Code='S-ALA-4-PEN'); position 17 ('S-ALA-4-pen'): unknown residue code 'S-ALA-4-pen': no match in p2smi database (checked Code='S-ALA-4-PEN')
5343,b3_excluded_residue_no_smiles,residue_based,position 3 ('S-ALA-4-pen'): unknown residue code 'S-ALA-4-pen': no match in p2smi database (checked Code='S-ALA-4-PEN'); position 7 ('S-ALA-4-pen'): unknown residue code 'S-ALA-4-pen': no match in p2smi database (checked Code='S-ALA-4-PEN'); position 10 ('S-ALA-4-pen'): unknown residue code 'S-ALA-4-pen': no match in p2smi database (checked Code='S-ALA-4-PEN'); position 14 ('R-ALA-7-oct'): unknown residue code 'R-ALA-7-oct': no match in p2smi database (checked Code='R-ALA-7-OCT')
5330,b3_excluded_residue_no_smiles,residue_based,position 3 ('R-ALA-7-oct'): unknown residue code 'R-ALA-7-oct': no match in p2smi database (checked Code='R-ALA-7-OCT'); position 10 ('S-ALA-4-pen'): unknown residue code 'S-ALA-4-pen': no match in p2smi database (checked Code='S-ALA-4-PEN')
5328,b3_excluded_residue_no_smiles,residue_based,position 5 ('S-ALA-4-pen'): unknown residue code 'S-ALA-4-pen': no match in p2smi database (checked Code='S-ALA-4-PEN'); position 9 ('S-ALA-4-pen'): unknown residue code 'S-ALA-4-pen': no match in p2smi database (checked Code='S-ALA-4-PEN')
5339,b3_excluded_residue_no_smiles,residue_based,position 2 ('S-ALA-4-pen'): unknown residue code 'S-ALA-4-pen': no match in p2smi database (checked Code='S-ALA-4-PEN'); position 6 ('S-ALA-4-pen'): unknown residue code 'S-ALA-4-pen': no match in p2smi database (checked Code='S-ALA-4-PEN')
5342,b3_excluded_residue_no_smiles,residue_based,position 3 ('R-ALA-7-oct'): unknown residue code 'R-ALA-7-oct': no match in p2smi database (checked Code='R-ALA-7-OCT'); position 10 ('S-ALA-4-pen'): unknown residue code 'S-ALA-4-pen': no match in p2smi database (checked Code='S-ALA-4-PEN')
5338,b3_excluded_residue_no_smiles,residue_based,position 10 ('S-ALA-4-pen'): unknown residue code 'S-ALA-4-pen': no match in p2smi database (checked Code='S-ALA-4-PEN'); position 14 ('S-ALA-4-pen'): unknown residue code 'S-ALA-4-pen': no match in p2smi database (checked Code='S-ALA-4-PEN')
5340,b3_excluded_residue_no_smiles,residue_based,position 3 ('S-ALA-4-pen'): unknown residue code 'S-ALA-4-pen': no match in p2smi database (checked Code='S-ALA-4-PEN'); position 7 ('S-ALA-4-pen'): unknown residue code 'S-ALA-4-pen': no match in p2smi database (checked Code='S-ALA-4-PEN'); position 10 ('S-ALA-4-pen'): unknown residue code 'S-ALA-4-pen': no match in p2smi database (checked Code='S-ALA-4-PEN'); position 14 ('S-ALA-4-pen'): unknown residue code 'S-ALA-4-pen': no match in p2smi database (checked Code='S-ALA-4-PEN')
5367,b2_excluded_unsupported_terminus,terminus_based,unsupported N-terminal modification 'B7' (only free amine or ACT acetylation supported)
5450,b2_excluded_unsupported_terminus,terminus_based,"unsupported N-terminal modification '3-OH-9,11-Me-C13' (only free amine or ACT acetylation supported)"
5460,b3_excluded_residue_no_smiles,residue_based,position 7 ('βASP'): unknown residue code 'βASP': no match in p2smi database (checked Code='ΒASP')
5449,b2_excluded_unsupported_terminus,terminus_based,unsupported N-terminal modification '3-OH-11-Me-C13' (only free amine or ACT acetylation supported)
5451,b2_excluded_unsupported_terminus,terminus_based,"unsupported N-terminal modification '7,9-Me-(E)2-C11' (only free amine or ACT acetylation supported)"
5514,b2_excluded_unsupported_terminus,terminus_based,"unsupported N-terminal modification '3-OH-8,10-Me-C12' (only free amine or ACT acetylation supported)"
5511,b2_excluded_unsupported_terminus,terminus_based,unsupported N-terminal modification '3-OH-11-Me-C13' (only free amine or ACT acetylation supported)
5507,b2_excluded_unsupported_terminus,terminus_based,unsupported N-terminal modification '3-OH-11-Me-C13' (only free amine or ACT acetylation supported)
5551,b2_excluded_unsupported_terminus,terminus_based,unsupported C-terminal modification 'EN' (only free acid or AMD amidation supported)
5552,b2_excluded_unsupported_terminus,terminus_based,unsupported C-terminal modification 'EN' (only free acid or AMD amidation supported)
5498,b1_excluded_non_monomer,out_of_scope,"non-monomer complexity (dimer/multi-peptide) -- not a single-chain SMILES peptide, out of scope for this dataset"
5550,b2_excluded_unsupported_terminus,terminus_based,unsupported C-terminal modification 'EN' (only free acid or AMD amidation supported)
5554,b2_excluded_unsupported_terminus,terminus_based,unsupported C-terminal modification 'EN' (only free acid or AMD amidation supported)
5553,b2_excluded_unsupported_terminus,terminus_based,unsupported C-terminal modification 'EN' (only free acid or AMD amidation supported)
5555,b3_excluded_residue_no_smiles,residue_based,position 16 ('Me-Ile'): unknown residue code 'Me-Ile': no match in p2smi database (checked Code='ME-ILE')
5597,b3_excluded_residue_no_smiles,residue_based,position 1 ('PYA'): unknown residue code 'PYA': no match in p2smi database (checked Code='PYA')
5598,b3_excluded_residue_no_smiles,residue_based,position 1 ('PYA'): unknown residue code 'PYA': no match in p2smi database (checked Code='PYA')
5599,b3_excluded_residue_no_smiles,residue_based,position 1 ('PYA'): unknown residue code 'PYA': no match in p2smi database (checked Code='PYA'); position 11 ('DAP'): unknown residue code 'DAP': no match in p2smi database (checked Code='DAP')
5595,b3_excluded_residue_no_smiles,residue_based,position 1 ('PYA'): unknown residue code 'PYA': no match in p2smi database (checked Code='PYA')
5596,b3_excluded_residue_no_smiles,residue_based,position 1 ('PYA'): unknown residue code 'PYA': no match in p2smi database (checked Code='PYA')
5601,b3_excluded_residue_no_smiles,residue_based,position 1 ('PYA'): unknown residue code 'PYA': no match in p2smi database (checked Code='PYA')
5602,b3_excluded_residue_no_smiles,residue_based,position 1 ('PYA'): unknown residue code 'PYA': no match in p2smi database (checked Code='PYA'); position 15 ('DAP'): unknown residue code 'DAP': no match in p2smi database (checked Code='DAP')
5600,b3_excluded_residue_no_smiles,residue_based,position 1 ('PYA'): unknown residue code 'PYA': no match in p2smi database (checked Code='PYA')
5594,b3_excluded_residue_no_smiles,residue_based,position 1 ('7-NH2-C7'): unknown residue code '7-NH2-C7': no match in p2smi database (checked Code='7-NH2-C7')
5779,b2_excluded_unsupported_terminus,terminus_based,unsupported N-terminal modification '3-OH-C7' (only free amine or ACT acetylation supported)
5780,b2_excluded_unsupported_terminus,terminus_based,unsupported N-terminal modification '3-OH-C6' (only free amine or ACT acetylation supported)
5868,b3_excluded_residue_no_smiles,residue_based,position 1 ('5-Br-TRP'): unknown residue code '5-Br-TRP': no match in p2smi database (checked Code='5-BR-TRP')
5873,b1_excluded_non_monomer,out_of_scope,"non-monomer complexity (dimer/multi-peptide) -- not a single-chain SMILES peptide, out of scope for this dataset"
6077,b3_excluded_residue_no_smiles,residue_based,position 28 ('D-Allo-Thr'): unknown residue code 'D-Allo-Thr': no match in p2smi database (checked Code='ALLO-THR')
6081,b1_excluded_non_monomer,out_of_scope,"non-monomer complexity (dimer/multi-peptide) -- not a single-chain SMILES peptide, out of scope for this dataset"
6133,b2_excluded_unsupported_terminus,terminus_based,unsupported N-terminal modification 'Boc' (only free amine or ACT acetylation supported)
6161,b2_excluded_unsupported_terminus,terminus_based,unsupported N-terminal modification '3MeACl' (only free amine or ACT acetylation supported)
6160,b2_excluded_unsupported_terminus,terminus_based,unsupported N-terminal modification '2MeACl' (only free amine or ACT acetylation supported)
6142,b3_excluded_residue_no_smiles,residue_based,"DSB bond references position 1 ('V' -> L-Valine), which is not a disulfide-capable residue -- inconsistent DBAASP bond annotation, flagged for manual review"
6158,b2_excluded_unsupported_terminus,terminus_based,unsupported N-terminal modification '2MeACl' (only free amine or ACT acetylation supported)
6162,b2_excluded_unsupported_terminus,terminus_based,unsupported N-terminal modification '3MeACl' (only free amine or ACT acetylation supported)
6157,b2_excluded_unsupported_terminus,terminus_based,unsupported N-terminal modification '3MeACl' (only free amine or ACT acetylation supported)
6076,b3_excluded_residue_no_smiles,residue_based,position 28 ('D-Allo-Thr'): unknown residue code 'D-Allo-Thr': no match in p2smi database (checked Code='ALLO-THR')
6159,b2_excluded_unsupported_terminus,terminus_based,unsupported N-terminal modification '3MeACl' (only free amine or ACT acetylation supported)
6229,b3_excluded_residue_no_smiles,residue_based,position 80 ('P-Ser'): unknown residue code 'P-Ser': no match in p2smi database (checked Code='P-SER')
6206,b1_excluded_non_monomer,out_of_scope,"non-monomer complexity (dimer/multi-peptide) -- not a single-chain SMILES peptide, out of scope for this dataset"
6307,b2_excluded_unsupported_terminus,terminus_based,unsupported N-terminal modification 'FOR' (only free amine or ACT acetylation supported)
6312,b2_excluded_unsupported_terminus,terminus_based,unsupported N-terminal modification 'FOR' (only free amine or ACT acetylation supported)
6310,b2_excluded_unsupported_terminus,terminus_based,unsupported N-terminal modification 'FOR' (only free amine or ACT acetylation supported)
6308,b2_excluded_unsupported_terminus,terminus_based,unsupported N-terminal modification 'FOR' (only free amine or ACT acetylation supported)
6311,b2_excluded_unsupported_terminus,terminus_based,unsupported N-terminal modification 'FOR' (only free amine or ACT acetylation supported)
6309,b2_excluded_unsupported_terminus,terminus_based,unsupported N-terminal modification 'FOR' (only free amine or ACT acetylation supported)
6306,b2_excluded_unsupported_terminus,terminus_based,unsupported N-terminal modification 'FOR' (only free amine or ACT acetylation supported)
6358,b3_excluded_residue_no_smiles,residue_based,position 4 ('NArg'): unknown residue code 'NArg': no match in p2smi database (checked Code='NARG')
6337,b3_excluded_residue_no_smiles,residue_based,position 17 ('NArg'): unknown residue code 'NArg': no match in p2smi database (checked Code='NARG')
6338,b3_excluded_residue_no_smiles,residue_based,position 12 ('NArg'): unknown residue code 'NArg': no match in p2smi database (checked Code='NARG')
6360,b3_excluded_residue_no_smiles,residue_based,position 17 ('NNar'): unknown residue code 'NNar': no match in p2smi database (checked Code='NNAR')
6361,b3_excluded_residue_no_smiles,residue_based,position 12 ('NNar'): unknown residue code 'NNar': no match in p2smi database (checked Code='NNAR')
6359,b3_excluded_residue_no_smiles,residue_based,position 4 ('NArg'): unknown residue code 'NArg': no match in p2smi database (checked Code='NARG'); position 12 ('NArg'): unknown residue code 'NArg': no match in p2smi database (checked Code='NARG'); position 17 ('NArg'): unknown residue code 'NArg': no match in p2smi database (checked Code='NARG')
6508,b3_excluded_residue_no_smiles,residue_based,position 4 ('CYS-mPEG750'): unknown residue code 'CYS-mPEG750': no match in p2smi database (checked Code='CYS-MPEG750')
6509,b3_excluded_residue_no_smiles,residue_based,position 4 ('CYS-mPEG2000'): unknown residue code 'CYS-mPEG2000': no match in p2smi database (checked Code='CYS-MPEG2000')
6515,b3_excluded_residue_no_smiles,residue_based,position 18 ('CYS-mPEG2000'): unknown residue code 'CYS-mPEG2000': no match in p2smi database (checked Code='CYS-MPEG2000')
6510,b3_excluded_residue_no_smiles,residue_based,position 11 ('CYS-mPEG750'): unknown residue code 'CYS-mPEG750': no match in p2smi database (checked Code='CYS-MPEG750')
6518,b3_excluded_residue_no_smiles,residue_based,position 29 ('CYS-mPEG750'): unknown residue code 'CYS-mPEG750': no match in p2smi database (checked Code='CYS-MPEG750')
6519,b3_excluded_residue_no_smiles,residue_based,position 29 ('CYS-mPEG2000'): unknown residue code 'CYS-mPEG2000': no match in p2smi database (checked Code='CYS-MPEG2000')
6514,b3_excluded_residue_no_smiles,residue_based,position 18 ('CYS-mPEG750'): unknown residue code 'CYS-mPEG750': no match in p2smi database (checked Code='CYS-MPEG750')
6507,b3_excluded_residue_no_smiles,residue_based,position 1 ('CYS-mPEG2000'): unknown residue code 'CYS-mPEG2000': no match in p2smi database (checked Code='CYS-MPEG2000')
6516,b3_excluded_residue_no_smiles,residue_based,position 22 ('CYS-mPEG750'): unknown residue code 'CYS-mPEG750': no match in p2smi database (checked Code='CYS-MPEG750')
6512,b3_excluded_residue_no_smiles,residue_based,position 15 ('CYS-mPEG750'): unknown residue code 'CYS-mPEG750': no match in p2smi database (checked Code='CYS-MPEG750')
6511,b3_excluded_residue_no_smiles,residue_based,position 11 ('CYS-mPEG2000'): unknown residue code 'CYS-mPEG2000': no match in p2smi database (checked Code='CYS-MPEG2000')
6522,b3_excluded_residue_no_smiles,residue_based,position 42 ('CYS-mPEG2000'): unknown residue code 'CYS-mPEG2000': no match in p2smi database (checked Code='CYS-MPEG2000')
6520,b3_excluded_residue_no_smiles,residue_based,position 42 ('CYS-mPEG750'): unknown residue code 'CYS-mPEG750': no match in p2smi database (checked Code='CYS-MPEG750')
6513,b3_excluded_residue_no_smiles,residue_based,position 15 ('CYS-mPEG2000'): unknown residue code 'CYS-mPEG2000': no match in p2smi database (checked Code='CYS-MPEG2000')
6523,b3_excluded_residue_no_smiles,residue_based,position 20 ('CYS-mPEG750'): unknown residue code 'CYS-mPEG750': no match in p2smi database (checked Code='CYS-MPEG750')
6517,b3_excluded_residue_no_smiles,residue_based,position 22 ('CYS-mPEG2000'): unknown residue code 'CYS-mPEG2000': no match in p2smi database (checked Code='CYS-MPEG2000')
6524,b3_excluded_residue_no_smiles,residue_based,position 20 ('CYS-mPEG2000'): unknown residue code 'CYS-mPEG2000': no match in p2smi database (checked Code='CYS-MPEG2000')
6554,b2_excluded_unsupported_terminus,terminus_based,unsupported C-terminal modification 'C16' (only free acid or AMD amidation supported)
6579,b3_excluded_residue_no_smiles,residue_based,position 1 ('Me-Val'): unknown residue code 'Me-Val': no match in p2smi database (checked Code='ME-VAL'); position 4 ('D-Me-Phe'): unknown residue code 'D-Me-Phe': no match in p2smi database (checked Code='ME-PHE'); position 7 ('Me-Thr'): unknown residue code 'Me-Thr': no match in p2smi database (checked Code='ME-THR'); position 9 ('Me-Thr'): unknown residue code 'Me-Thr': no match in p2smi database (checked Code='ME-THR'); position 11 ('D-Me-Ala'): unknown residue code 'D-Me-Ala': no match in p2smi database (checked Code='ME-ALA'); position 14 ('Me-Ser'): unknown residue code 'Me-Ser': no match in p2smi database (checked Code='ME-SER')
6582,b3_excluded_residue_no_smiles,residue_based,position 1 ('Me-Val'): unknown residue code 'Me-Val': no match in p2smi database (checked Code='ME-VAL'); position 4 ('D-Me-Phe'): unknown residue code 'D-Me-Phe': no match in p2smi database (checked Code='ME-PHE'); position 7 ('Me-Thr'): unknown residue code 'Me-Thr': no match in p2smi database (checked Code='ME-THR'); position 9 ('Me-Thr'): unknown residue code 'Me-Thr': no match in p2smi database (checked Code='ME-THR'); position 11 ('D-Me-Ala'): unknown residue code 'D-Me-Ala': no match in p2smi database (checked Code='ME-ALA'); position 14 ('Me-Ser'): unknown residue code 'Me-Ser': no match in p2smi database (checked Code='ME-SER')
6578,b3_excluded_residue_no_smiles,residue_based,position 1 ('Me-Ile'): unknown residue code 'Me-Ile': no match in p2smi database (checked Code='ME-ILE'); position 4 ('D-Me-Phe'): unknown residue code 'D-Me-Phe': no match in p2smi database (checked Code='ME-PHE'); position 7 ('Me-Thr'): unknown residue code 'Me-Thr': no match in p2smi database (checked Code='ME-THR'); position 9 ('Me-Thr'): unknown residue code 'Me-Thr': no match in p2smi database (checked Code='ME-THR'); position 11 ('D-Me-Ala'): unknown residue code 'D-Me-Ala': no match in p2smi database (checked Code='ME-ALA'); position 14 ('Me-Ser'): unknown residue code 'Me-Ser': no match in p2smi database (checked Code='ME-SER')
6580,b3_excluded_residue_no_smiles,residue_based,position 1 ('Me-Ile'): unknown residue code 'Me-Ile': no match in p2smi database (checked Code='ME-ILE'); position 4 ('D-Me-Phe'): unknown residue code 'D-Me-Phe': no match in p2smi database (checked Code='ME-PHE'); position 7 ('Me-Thr'): unknown residue code 'Me-Thr': no match in p2smi database (checked Code='ME-THR'); position 9 ('Me-Thr'): unknown residue code 'Me-Thr': no match in p2smi database (checked Code='ME-THR'); position 11 ('D-Me-Ala'): unknown residue code 'D-Me-Ala': no match in p2smi database (checked Code='ME-ALA'); position 14 ('Me-Ser'): unknown residue code 'Me-Ser': no match in p2smi database (checked Code='ME-SER')
6609,b2_excluded_unsupported_terminus,terminus_based,unsupported N-terminal modification '(CH3)2' (only free amine or ACT acetylation supported)
6663,b2_excluded_unsupported_terminus,terminus_based,unsupported N-terminal modification 'FMOC' (only free amine or ACT acetylation supported)
6652,b3_excluded_residue_no_smiles,residue_based,position 1 ('GABA'): unknown residue code 'GABA': no match in p2smi database (checked Code='GABA')
6660,b2_excluded_unsupported_terminus,terminus_based,unsupported N-terminal modification 'Ch' (only free amine or ACT acetylation supported)
6664,b2_excluded_unsupported_terminus,terminus_based,unsupported N-terminal modification 'SUC' (only free amine or ACT acetylation supported)
6685,b2_excluded_unsupported_terminus,terminus_based,unsupported C-terminal modification 'DAP' (only free acid or AMD amidation supported)
6682,b2_excluded_unsupported_terminus,terminus_based,unsupported C-terminal modification 'EN' (only free acid or AMD amidation supported)
6731,b2_excluded_unsupported_terminus,terminus_based,unsupported N-terminal modification 'B7' (only free amine or ACT acetylation supported)
6689,b3_excluded_residue_no_smiles,residue_based,position 1 ('GABA'): unknown residue code 'GABA': no match in p2smi database (checked Code='GABA'); position 3 ('Tic'): unknown residue code 'Tic': no match in p2smi database (checked Code='TIC'); position 4 ('Oic'): unknown residue code 'Oic': no match in p2smi database (checked Code='OIC'); position 5 ('GABA'): unknown residue code 'GABA': no match in p2smi database (checked Code='GABA'); position 7 ('Tic'): unknown residue code 'Tic': no match in p2smi database (checked Code='TIC'); position 8 ('Oic'): unknown residue code 'Oic': no match in p2smi database (checked Code='OIC'); position 9 ('GABA'): unknown residue code 'GABA': no match in p2smi database (checked Code='GABA'); position 11 ('Tic'): unknown residue code 'Tic': no match in p2smi database (checked Code='TIC'); position 12 ('Oic'): unknown residue code 'Oic': no match in p2smi database (checked Code='OIC'); position 13 ('GABA'): unknown residue code 'GABA': no match in p2smi database (checked Code='GABA'); position 15 ('Tic'): unknown residue code 'Tic': no match in p2smi database (checked Code='TIC')
6727,b3_excluded_residue_no_smiles,residue_based,position 1 ('GABA'): unknown residue code 'GABA': no match in p2smi database (checked Code='GABA'); position 3 ('Tic'): unknown residue code 'Tic': no match in p2smi database (checked Code='TIC'); position 4 ('Oic'): unknown residue code 'Oic': no match in p2smi database (checked Code='OIC'); position 5 ('GABA'): unknown residue code 'GABA': no match in p2smi database (checked Code='GABA'); position 7 ('Tic'): unknown residue code 'Tic': no match in p2smi database (checked Code='TIC'); position 8 ('Oic'): unknown residue code 'Oic': no match in p2smi database (checked Code='OIC'); position 9 ('GABA'): unknown residue code 'GABA': no match in p2smi database (checked Code='GABA'); position 11 ('Tic'): unknown residue code 'Tic': no match in p2smi database (checked Code='TIC'); position 12 ('Oic'): unknown residue code 'Oic': no match in p2smi database (checked Code='OIC'); position 13 ('GABA'): unknown residue code 'GABA': no match in p2smi database (checked Code='GABA'); position 15 ('Tic'): unknown residue code 'Tic': no match in p2smi database (checked Code='TIC')
6782,b3_excluded_residue_no_smiles,residue_based,position 1 ('Me-Val'): unknown residue code 'Me-Val': no match in p2smi database (checked Code='ME-VAL'); position 4 ('Me-Thr'): unknown residue code 'Me-Thr': no match in p2smi database (checked Code='ME-THR'); position 6 ('Me-Leu'): unknown residue code 'Me-Leu': no match in p2smi database (checked Code='ME-LEU'); position 8 ('Me-Val'): unknown residue code 'Me-Val': no match in p2smi database (checked Code='ME-VAL'); position 9 ('Me-OMe-Trp'): unknown residue code 'Me-OMe-Trp': no match in p2smi database (checked Code='ME-OME-TRP'); position 11 ('3-OH-PHE'): unknown residue code '3-OH-PHE': no match in p2smi database (checked Code='3-OH-PHE')
6783,b2_excluded_unsupported_terminus,terminus_based,unsupported N-terminal modification '(CH3)2' (only free amine or ACT acetylation supported)
6808,b2_excluded_unsupported_terminus,terminus_based,unsupported C-terminal modification 'AM' (only free acid or AMD amidation supported)
6804,b2_excluded_unsupported_terminus,terminus_based,unsupported C-terminal modification 'AM' (only free acid or AMD amidation supported)
6809,b1_excluded_non_monomer,out_of_scope,"non-monomer complexity (dimer/multi-peptide) -- not a single-chain SMILES peptide, out of scope for this dataset"
6805,b1_excluded_non_monomer,out_of_scope,"non-monomer complexity (dimer/multi-peptide) -- not a single-chain SMILES peptide, out of scope for this dataset"
6866,b3_excluded_residue_no_smiles,residue_based,position 3 ('Tic'): unknown residue code 'Tic': no match in p2smi database (checked Code='TIC'); position 4 ('Oic'): unknown residue code 'Oic': no match in p2smi database (checked Code='OIC'); position 7 ('Tic'): unknown residue code 'Tic': no match in p2smi database (checked Code='TIC'); position 8 ('Oic'): unknown residue code 'Oic': no match in p2smi database (checked Code='OIC'); position 11 ('Tic'): unknown residue code 'Tic': no match in p2smi database (checked Code='TIC'); position 12 ('Oic'): unknown residue code 'Oic': no match in p2smi database (checked Code='OIC'); position 15 ('Tic'): unknown residue code 'Tic': no match in p2smi database (checked Code='TIC'); position 16 ('GABA'): unknown residue code 'GABA': no match in p2smi database (checked Code='GABA')
6915,b2_excluded_unsupported_terminus,terminus_based,unsupported N-terminal modification '3-OH-4-Me-C16' (only free amine or ACT acetylation supported)
6917,b2_excluded_unsupported_terminus,terminus_based,"unsupported N-terminal modification '3,4-OH-4-Me-C16' (only free amine or ACT acetylation supported)"
6889,b1_excluded_non_monomer,out_of_scope,"non-monomer complexity (dimer/multi-peptide) -- not a single-chain SMILES peptide, out of scope for this dataset"
6985,b2_excluded_unsupported_terminus,terminus_based,unsupported N-terminal modification 'C3' (only free amine or ACT acetylation supported)
6987,b2_excluded_unsupported_terminus,terminus_based,unsupported N-terminal modification 'C5' (only free amine or ACT acetylation supported)
7029,b3_excluded_residue_no_smiles,residue_based,position 1 ('TOAC'): unknown residue code 'TOAC': no match in p2smi database (checked Code='TOAC')
7002,b3_excluded_residue_no_smiles,residue_based,position 1 ('GABA'): unknown residue code 'GABA': no match in p2smi database (checked Code='GABA')
7030,b3_excluded_residue_no_smiles,residue_based,position 1 ('TOAC'): unknown residue code 'TOAC': no match in p2smi database (checked Code='TOAC')
6845,b1_excluded_non_monomer,out_of_scope,"non-monomer complexity (dimer/multi-peptide) -- not a single-chain SMILES peptide, out of scope for this dataset"
7207,b3_excluded_residue_no_smiles,residue_based,position 11 ('Thr(GalNAc)'): unknown residue code 'Thr(GalNAc)': no match in p2smi database (checked Code='THR(GALNAC)')
7306,b3_excluded_residue_no_smiles,residue_based,position 2 ('Me-Ser'): unknown residue code 'Me-Ser': no match in p2smi database (checked Code='ME-SER'); position 3 ('Me-Ser'): unknown residue code 'Me-Ser': no match in p2smi database (checked Code='ME-SER'); position 9 ('Me-Ser'): unknown residue code 'Me-Ser': no match in p2smi database (checked Code='ME-SER'); position 10 ('Me-Ser'): unknown residue code 'Me-Ser': no match in p2smi database (checked Code='ME-SER')
7409,b3_excluded_residue_no_smiles,residue_based,position 1 ('βALA'): unknown residue code 'βALA': no match in p2smi database (checked Code='ΒALA')
7411,b3_excluded_residue_no_smiles,residue_based,position 1 ('βALA'): unknown residue code 'βALA': no match in p2smi database (checked Code='ΒALA')
7428,b3_excluded_residue_no_smiles,residue_based,position 2 ('Me-Ser'): unknown residue code 'Me-Ser': no match in p2smi database (checked Code='ME-SER'); position 10 ('Me-Ser'): unknown residue code 'Me-Ser': no match in p2smi database (checked Code='ME-SER')
7410,b3_excluded_residue_no_smiles,residue_based,position 1 ('βALA'): unknown residue code 'βALA': no match in p2smi database (checked Code='ΒALA')
7491,b3_excluded_residue_no_smiles,residue_based,position 5 ('LYS-C4'): unknown residue code 'LYS-C4': no match in p2smi database (checked Code='LYS-C4')
7508,b3_excluded_residue_no_smiles,residue_based,position 10 ('DHV'): unknown residue code 'DHV': no match in p2smi database (checked Code='DHV')
7493,b3_excluded_residue_no_smiles,residue_based,position 5 ('LYS-C12-OH'): unknown residue code 'LYS-C12-OH': no match in p2smi database (checked Code='LYS-C12-OH')
7509,b3_excluded_residue_no_smiles,residue_based,position 10 ('DHA'): unknown residue code 'DHA': no match in p2smi database (checked Code='DHA')
7502,b3_excluded_residue_no_smiles,residue_based,position 10 ('DHL'): unknown residue code 'DHL': no match in p2smi database (checked Code='DHL')
7525,b2_excluded_unsupported_terminus,terminus_based,unsupported N-terminal modification 'FMOC' (only free amine or ACT acetylation supported)
7591,b2_excluded_unsupported_terminus,terminus_based,unsupported C-terminal modification 'Sprd' (only free acid or AMD amidation supported)
7592,b2_excluded_unsupported_terminus,terminus_based,unsupported C-terminal modification 'Sprd' (only free acid or AMD amidation supported)
7590,b2_excluded_unsupported_terminus,terminus_based,unsupported C-terminal modification 'Sprd' (only free acid or AMD amidation supported)
7594,b2_excluded_unsupported_terminus,terminus_based,unsupported N-terminal modification 'HPPA' (only free amine or ACT acetylation supported)
7593,b2_excluded_unsupported_terminus,terminus_based,unsupported N-terminal modification 'HPPA' (only free amine or ACT acetylation supported)
7614,b2_excluded_unsupported_terminus,terminus_based,unsupported N-terminal modification 'LIN' (only free amine or ACT acetylation supported)
7616,b2_excluded_unsupported_terminus,terminus_based,unsupported N-terminal modification 'LIN' (only free amine or ACT acetylation supported)
7620,b2_excluded_unsupported_terminus,terminus_based,unsupported N-terminal modification 'HPPA' (only free amine or ACT acetylation supported)
7615,b2_excluded_unsupported_terminus,terminus_based,unsupported N-terminal modification 'LIN' (only free amine or ACT acetylation supported)
7625,b2_excluded_unsupported_terminus,terminus_based,unsupported N-terminal modification 'C18' (only free amine or ACT acetylation supported)
7623,b2_excluded_unsupported_terminus,terminus_based,unsupported N-terminal modification 'LIN' (only free amine or ACT acetylation supported)
7626,b2_excluded_unsupported_terminus,terminus_based,unsupported N-terminal modification 'C18' (only free amine or ACT acetylation supported)
7621,b2_excluded_unsupported_terminus,terminus_based,unsupported N-terminal modification 'HPPA' (only free amine or ACT acetylation supported)
7627,b2_excluded_unsupported_terminus,terminus_based,unsupported N-terminal modification 'C18' (only free amine or ACT acetylation supported)
7622,b2_excluded_unsupported_terminus,terminus_based,unsupported N-terminal modification 'LIN' (only free amine or ACT acetylation supported)
7624,b2_excluded_unsupported_terminus,terminus_based,unsupported N-terminal modification 'LIN' (only free amine or ACT acetylation supported)
