peptide_id,organism,mic_value_uM,mic_type,active_threshold_uM,inactive_threshold_uM,threshold_match_level,label,label_reason
6462,Escherichia coli,32.1,exact,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
6462,Shigella dysenteriae,2.0,exact,,,none,unlabeled,no_threshold_available
6462,Pseudomonas aeruginosa,4.01,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
6463,Staphylococcus aureus,4.01,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
6463,Bacillus subtilis,8.03,exact,,,none,unlabeled,no_threshold_available
6463,Bacillus cereus,16.1,exact,,,none,unlabeled,no_threshold_available
6463,Escherichia coli,16.1,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
6463,Shigella dysenteriae,4.01,exact,,,none,unlabeled,no_threshold_available
6463,Pseudomonas aeruginosa,8.03,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
6464,Bacillus subtilis,2.31,exact,,,none,unlabeled,no_threshold_available
6464,Escherichia coli,5.39,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
6465,Escherichia coli,100.0,censored,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
6465,Bacillus subtilis,6.25,exact,,,none,unlabeled,no_threshold_available
6465,Bacillus anthracis,14.9,censored,,,none,unlabeled,no_threshold_available
6466,Escherichia coli,100.0,censored,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
6466,Bacillus subtilis,100.0,censored,,,none,unlabeled,no_threshold_available
6466,Bacillus anthracis,100.0,censored,,,none,unlabeled,no_threshold_available
6467,Escherichia coli,50.0,exact,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
6467,Bacillus subtilis,10.5,censored,,,none,unlabeled,no_threshold_available
6467,Bacillus anthracis,100.0,censored,,,none,unlabeled,no_threshold_available
6468,Escherichia coli,100.0,exact,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
6468,Bacillus subtilis,1.1,censored,,,none,unlabeled,no_threshold_available
6468,Bacillus anthracis,3.13,exact,,,none,unlabeled,no_threshold_available
6469,Escherichia coli,29.7,censored,32.0,128.0,species,active,value_at_or_below_active_threshold
6469,Bacillus subtilis,2.21,censored,,,none,unlabeled,no_threshold_available
6469,Bacillus anthracis,100.0,censored,,,none,unlabeled,no_threshold_available
6470,Escherichia coli,100.0,exact,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
6470,Bacillus subtilis,100.0,censored,,,none,unlabeled,no_threshold_available
6470,Bacillus anthracis,100.0,censored,,,none,unlabeled,no_threshold_available
6471,Escherichia coli,100.0,exact,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
6471,Bacillus subtilis,100.0,censored,,,none,unlabeled,no_threshold_available
6471,Bacillus anthracis,100.0,censored,,,none,unlabeled,no_threshold_available
6472,Escherichia coli,100.0,exact,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
6472,Bacillus subtilis,100.0,censored,,,none,unlabeled,no_threshold_available
6472,Bacillus anthracis,100.0,censored,,,none,unlabeled,no_threshold_available
6473,Escherichia coli,100.0,exact,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
6473,Bacillus subtilis,2.1,censored,,,none,unlabeled,no_threshold_available
6473,Bacillus anthracis,7.87,censored,,,none,unlabeled,no_threshold_available
6479,Escherichia coli,100.0,censored,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
6479,Bacillus subtilis,50.0,censored,,,none,unlabeled,no_threshold_available
6479,Bacillus anthracis,100.0,censored,,,none,unlabeled,no_threshold_available
6480,Escherichia coli,100.0,censored,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
6480,Bacillus subtilis,3.13,censored,,,none,unlabeled,no_threshold_available
6480,Bacillus anthracis,12.5,exact,,,none,unlabeled,no_threshold_available
6481,Escherichia coli,100.0,censored,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
6481,Bacillus subtilis,6.25,exact,,,none,unlabeled,no_threshold_available
6481,Bacillus anthracis,70.7,censored,,,none,unlabeled,no_threshold_available
6482,Escherichia coli,50.0,averaged,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
6482,Bacillus subtilis,4.42,censored,,,none,unlabeled,no_threshold_available
6482,Bacillus anthracis,70.7,censored,,,none,unlabeled,no_threshold_available
6482,Staphylococcus aureus,25.0,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
6483,Escherichia coli,100.0,censored,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
6483,Bacillus subtilis,8.84,censored,,,none,unlabeled,no_threshold_available
6483,Bacillus anthracis,100.0,censored,,,none,unlabeled,no_threshold_available
6484,Escherichia coli,100.0,exact,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
6484,Bacillus subtilis,6.25,exact,,,none,unlabeled,no_threshold_available
6484,Bacillus anthracis,100.0,exact,,,none,unlabeled,no_threshold_available
6485,Escherichia coli,100.0,censored,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
6485,Bacillus subtilis,25.0,exact,,,none,unlabeled,no_threshold_available
6485,Bacillus anthracis,100.0,censored,,,none,unlabeled,no_threshold_available
6486,Escherichia coli,100.0,censored,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
6486,Bacillus subtilis,50.0,exact,,,none,unlabeled,no_threshold_available
6486,Bacillus anthracis,100.0,censored,,,none,unlabeled,no_threshold_available
6487,Escherichia coli,100.0,censored,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
6487,Bacillus subtilis,3.13,exact,,,none,unlabeled,no_threshold_available
6487,Bacillus anthracis,43.5,censored,,,none,unlabeled,no_threshold_available
6488,Escherichia coli,100.0,censored,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
6488,Bacillus subtilis,0.78,exact,,,none,unlabeled,no_threshold_available
6488,Bacillus anthracis,4.42,censored,,,none,unlabeled,no_threshold_available
6489,Escherichia coli,100.0,censored,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
6489,Bacillus subtilis,2.37,censored,,,none,unlabeled,no_threshold_available
6489,Bacillus anthracis,6.25,exact,,,none,unlabeled,no_threshold_available
6490,Escherichia coli,100.0,exact,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
6490,Bacillus subtilis,1.56,exact,,,none,unlabeled,no_threshold_available
6490,Bacillus anthracis,25.0,censored,,,none,unlabeled,no_threshold_available
6491,Escherichia coli,100.0,censored,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
6491,Bacillus subtilis,6.25,exact,,,none,unlabeled,no_threshold_available
6491,Bacillus anthracis,25.0,exact,,,none,unlabeled,no_threshold_available
6492,Escherichia coli,100.0,censored,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
6492,Bacillus subtilis,3.13,exact,,,none,unlabeled,no_threshold_available
6492,Bacillus anthracis,25.0,exact,,,none,unlabeled,no_threshold_available
6493,Escherichia coli,100.0,exact,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
6493,Bacillus subtilis,0.937,exact,,,none,unlabeled,no_threshold_available
6493,Bacillus anthracis,6.25,exact,,,none,unlabeled,no_threshold_available
6494,Escherichia coli,100.0,exact,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
6494,Bacillus subtilis,3.13,exact,,,none,unlabeled,no_threshold_available
6494,Bacillus anthracis,100.0,censored,,,none,unlabeled,no_threshold_available
6495,Escherichia coli,100.0,censored,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
6495,Bacillus subtilis,100.0,censored,,,none,unlabeled,no_threshold_available
6495,Bacillus anthracis,100.0,censored,,,none,unlabeled,no_threshold_available
6496,Escherichia coli,100.0,exact,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
6496,Bacillus subtilis,2.37,censored,,,none,unlabeled,no_threshold_available
6496,Bacillus anthracis,3.13,exact,,,none,unlabeled,no_threshold_available
6496,Burkholderia thailandensis,100.0,censored,,,none,unlabeled,no_threshold_available
6497,Escherichia coli,100.0,exact,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
6497,Bacillus subtilis,1.56,exact,,,none,unlabeled,no_threshold_available
6497,Bacillus anthracis,25.0,exact,,,none,unlabeled,no_threshold_available
6498,Escherichia coli,100.0,censored,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
6498,Bacillus subtilis,12.5,exact,,,none,unlabeled,no_threshold_available
6498,Bacillus anthracis,100.0,censored,,,none,unlabeled,no_threshold_available
6499,Escherichia coli,100.0,exact,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
6499,Bacillus subtilis,6.25,exact,,,none,unlabeled,no_threshold_available
6499,Bacillus anthracis,70.7,censored,,,none,unlabeled,no_threshold_available
6500,Escherichia coli,100.0,censored,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
6500,Bacillus subtilis,17.7,censored,,,none,unlabeled,no_threshold_available
6500,Bacillus anthracis,79.4,censored,,,none,unlabeled,no_threshold_available
6501,Escherichia coli,100.0,censored,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
6501,Bacillus subtilis,2.72,censored,,,none,unlabeled,no_threshold_available
6501,Bacillus anthracis,12.5,exact,,,none,unlabeled,no_threshold_available
6502,Escherichia coli,100.0,censored,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
6502,Bacillus subtilis,50.0,exact,,,none,unlabeled,no_threshold_available
6502,Bacillus anthracis,100.0,censored,,,none,unlabeled,no_threshold_available
6503,Escherichia coli,29.7,censored,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
6503,Bacillus subtilis,1.19,exact,,,none,unlabeled,no_threshold_available
6503,Bacillus anthracis,6.9,censored,,,none,unlabeled,no_threshold_available
6505,Escherichia coli,25.0,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
6505,Bacillus subtilis,0.78,censored,,,none,unlabeled,no_threshold_available
6505,Bacillus anthracis,8.84,censored,,,none,unlabeled,no_threshold_available
6521,Escherichia coli,100.0,exact,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
6521,Bacillus subtilis,2.21,censored,,,none,unlabeled,no_threshold_available
6521,Bacillus anthracis,25.0,exact,,,none,unlabeled,no_threshold_available
6525,Escherichia coli,36.1,censored,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
6525,Burkholderia thailandensis,100.0,censored,,,none,unlabeled,no_threshold_available
6525,Bacillus subtilis,3.13,exact,,,none,unlabeled,no_threshold_available
6525,Bacillus anthracis,2.51,censored,,,none,unlabeled,no_threshold_available
6526,Escherichia coli,31.5,censored,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
6526,Burkholderia thailandensis,100.0,censored,,,none,unlabeled,no_threshold_available
6526,Bacillus subtilis,1.86,censored,,,none,unlabeled,no_threshold_available
6526,Bacillus anthracis,1.38,exact,,,none,unlabeled,no_threshold_available
6527,Escherichia coli,28.7,censored,32.0,128.0,species,active,value_at_or_below_active_threshold
6527,Burkholderia thailandensis,84.1,censored,,,none,unlabeled,no_threshold_available
6527,Bacillus subtilis,1.31,censored,,,none,unlabeled,no_threshold_available
6527,Bacillus anthracis,1.2,exact,,,none,unlabeled,no_threshold_available
6528,Escherichia coli,100.0,exact,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
6528,Burkholderia thailandensis,100.0,censored,,,none,unlabeled,no_threshold_available
6528,Bacillus subtilis,7.87,censored,,,none,unlabeled,no_threshold_available
6528,Bacillus anthracis,70.2,censored,,,none,unlabeled,no_threshold_available
6529,Escherichia coli,100.0,exact,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
6529,Burkholderia thailandensis,100.0,censored,,,none,unlabeled,no_threshold_available
6529,Bacillus subtilis,6.25,exact,,,none,unlabeled,no_threshold_available
6529,Bacillus anthracis,10.1,censored,,,none,unlabeled,no_threshold_available
6530,Escherichia coli,19.8,censored,32.0,128.0,species,active,value_at_or_below_active_threshold
6530,Burkholderia thailandensis,100.0,censored,,,none,unlabeled,no_threshold_available
6530,Bacillus subtilis,0.93,censored,,,none,unlabeled,no_threshold_available
6530,Bacillus anthracis,3.49,exact,,,none,unlabeled,no_threshold_available
6531,Escherichia coli,100.0,censored,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
6531,Burkholderia thailandensis,100.0,censored,,,none,unlabeled,no_threshold_available
6531,Bacillus subtilis,3.94,censored,,,none,unlabeled,no_threshold_available
6531,Bacillus anthracis,52.6,censored,,,none,unlabeled,no_threshold_available
6532,Escherichia coli,22.3,censored,32.0,128.0,species,active,value_at_or_below_active_threshold
6532,Burkholderia thailandensis,70.7,censored,,,none,unlabeled,no_threshold_available
6532,Bacillus subtilis,1.38,exact,,,none,unlabeled,no_threshold_available
6532,Bacillus anthracis,1.38,exact,,,none,unlabeled,no_threshold_available
6533,Escherichia coli,100.0,censored,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
6533,Burkholderia thailandensis,100.0,censored,,,none,unlabeled,no_threshold_available
6533,Bacillus subtilis,59.5,censored,,,none,unlabeled,no_threshold_available
6533,Bacillus anthracis,100.0,censored,,,none,unlabeled,no_threshold_available
6535,Escherichia coli,100.0,censored,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
6535,Burkholderia thailandensis,100.0,censored,,,none,unlabeled,no_threshold_available
6535,Bacillus subtilis,50.0,censored,,,none,unlabeled,no_threshold_available
6535,Bacillus anthracis,100.0,censored,,,none,unlabeled,no_threshold_available
6539,Escherichia coli,100.0,censored,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
6539,Burkholderia thailandensis,100.0,censored,,,none,unlabeled,no_threshold_available
6539,Bacillus subtilis,12.5,exact,,,none,unlabeled,no_threshold_available
6539,Bacillus anthracis,100.0,censored,,,none,unlabeled,no_threshold_available
6540,Escherichia coli,100.0,censored,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
6540,Burkholderia thailandensis,100.0,censored,,,none,unlabeled,no_threshold_available
6540,Bacillus subtilis,57.4,censored,,,none,unlabeled,no_threshold_available
6540,Bacillus anthracis,100.0,censored,,,none,unlabeled,no_threshold_available
6541,Escherichia coli,100.0,censored,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
6541,Burkholderia thailandensis,100.0,censored,,,none,unlabeled,no_threshold_available
6541,Bacillus subtilis,12.5,censored,,,none,unlabeled,no_threshold_available
6541,Bacillus anthracis,100.0,censored,,,none,unlabeled,no_threshold_available
6542,Streptococcus mutans,33.8,averaged,,,none,unlabeled,no_threshold_available
6542,Streptococcus gordonii,54.1,censored,,,none,unlabeled,no_threshold_available
6542,Streptococcus sanguinis,74.4,censored,,,none,unlabeled,no_threshold_available
6543,Escherichia coli,0.627,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
6543,Pseudomonas sp.,0.6,censored,,,none,unlabeled,no_threshold_available
6543,Acinetobacter baumannii,0.6,censored,,,none,unlabeled,no_threshold_available
6543,Staphylococcus aureus,0.627,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
6543,Micrococcus luteus,1.5,censored,,,none,unlabeled,no_threshold_available
6543,Enterococcus faecium,0.877,exact,,,none,unlabeled,no_threshold_available
6543,Mycobacterium vaccae,10.0,censored,,,none,unlabeled,no_threshold_available
6544,Escherichia coli,7.0,censored,32.0,128.0,species,active,value_at_or_below_active_threshold
6544,Pseudomonas sp.,7.0,censored,,,none,unlabeled,no_threshold_available
6544,Acinetobacter baumannii,1.1,censored,,,none,unlabeled,no_threshold_available
6544,Staphylococcus aureus,1.5,censored,32.0,128.0,species,active,value_at_or_below_active_threshold
6544,Micrococcus luteus,7.0,censored,,,none,unlabeled,no_threshold_available
6544,Enterococcus faecium,7.0,censored,,,none,unlabeled,no_threshold_available
6545,Escherichia coli,10.0,censored,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
6545,Pseudomonas sp.,10.0,censored,,,none,unlabeled,no_threshold_available
6545,Acinetobacter baumannii,10.0,censored,,,none,unlabeled,no_threshold_available
6545,Staphylococcus aureus,10.0,censored,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
6545,Micrococcus luteus,10.0,censored,,,none,unlabeled,no_threshold_available
6545,Enterococcus faecium,10.0,censored,,,none,unlabeled,no_threshold_available
6546,Escherichia coli,0.459,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
6546,Pseudomonas sp.,1.5,censored,,,none,unlabeled,no_threshold_available
6546,Acinetobacter baumannii,0.887,exact,,,none,unlabeled,no_threshold_available
6546,Staphylococcus aureus,0.7,censored,32.0,128.0,species,active,value_at_or_below_active_threshold
6546,Micrococcus luteus,1.5,censored,,,none,unlabeled,no_threshold_available
6546,Enterococcus faecium,1.5,censored,,,none,unlabeled,no_threshold_available
6547,Escherichia coli,1.5,censored,32.0,128.0,species,active,value_at_or_below_active_threshold
6547,Pseudomonas sp.,3.5,censored,,,none,unlabeled,no_threshold_available
6547,Acinetobacter baumannii,1.5,censored,,,none,unlabeled,no_threshold_available
6547,Staphylococcus aureus,0.7,censored,32.0,128.0,species,active,value_at_or_below_active_threshold
6547,Micrococcus luteus,3.5,censored,,,none,unlabeled,no_threshold_available
6547,Enterococcus faecium,1.5,censored,,,none,unlabeled,no_threshold_available
6548,Escherichia coli,0.6,censored,32.0,128.0,species,active,value_at_or_below_active_threshold
6548,Pseudomonas sp.,1.5,censored,,,none,unlabeled,no_threshold_available
6548,Acinetobacter baumannii,0.887,exact,,,none,unlabeled,no_threshold_available
6548,Staphylococcus aureus,0.877,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
6548,Micrococcus luteus,1.5,censored,,,none,unlabeled,no_threshold_available
6548,Enterococcus faecium,1.5,censored,,,none,unlabeled,no_threshold_available
6549,Escherichia coli,1.5,censored,32.0,128.0,species,active,value_at_or_below_active_threshold
6549,Pseudomonas sp.,3.5,censored,,,none,unlabeled,no_threshold_available
6549,Acinetobacter baumannii,7.0,censored,,,none,unlabeled,no_threshold_available
6549,Staphylococcus aureus,1.1,censored,32.0,128.0,species,active,value_at_or_below_active_threshold
6549,Micrococcus luteus,10.0,censored,,,none,unlabeled,no_threshold_available
6549,Enterococcus faecium,10.0,censored,,,none,unlabeled,no_threshold_available
6550,Escherichia coli,10.0,censored,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
6550,Pseudomonas sp.,10.0,censored,,,none,unlabeled,no_threshold_available
6550,Acinetobacter baumannii,10.0,censored,,,none,unlabeled,no_threshold_available
6550,Staphylococcus aureus,10.0,censored,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
6550,Micrococcus luteus,10.0,censored,,,none,unlabeled,no_threshold_available
6550,Enterococcus faecium,10.0,censored,,,none,unlabeled,no_threshold_available
6551,Escherichia coli,1.5,censored,32.0,128.0,species,active,value_at_or_below_active_threshold
6551,Pseudomonas sp.,1.5,censored,,,none,unlabeled,no_threshold_available
6551,Acinetobacter baumannii,3.5,censored,,,none,unlabeled,no_threshold_available
6551,Staphylococcus aureus,1.5,censored,32.0,128.0,species,active,value_at_or_below_active_threshold
6551,Micrococcus luteus,3.5,censored,,,none,unlabeled,no_threshold_available
6551,Enterococcus faecium,3.5,censored,,,none,unlabeled,no_threshold_available
6567,Salmonella enterica,73.0,exact,,,none,unlabeled,no_threshold_available
6567,Escherichia coli,73.0,exact,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
6567,Listeria innocua,73.0,exact,,,none,unlabeled,no_threshold_available
6567,Micrococcus luteus,85.0,exact,,,none,unlabeled,no_threshold_available
6568,Salmonella enterica,1.0,exact,,,none,unlabeled,no_threshold_available
6568,Escherichia coli,4.0,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
6568,Listeria innocua,1.0,exact,,,none,unlabeled,no_threshold_available
6568,Micrococcus luteus,4.0,exact,,,none,unlabeled,no_threshold_available
6568,Staphylococcus aureus,100.0,averaged,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
6568,Pseudomonas aeruginosa,100.0,censored,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
6587,Staphylococcus aureus,0.724,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
6587,Escherichia coli,2.89,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
6587,Pseudomonas aeruginosa,0.362,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
6588,Bacillus subtilis,39.6,censored,,,none,unlabeled,no_threshold_available
6588,Bacillus megaterium,39.6,exact,,,none,unlabeled,no_threshold_available
6588,Staphylococcus epidermidis,39.6,censored,,,none,unlabeled,no_threshold_available
6588,Staphylococcus aureus,39.6,censored,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
6588,Pseudomonas aeruginosa,39.6,censored,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
6588,Escherichia coli,39.6,censored,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
6589,Bacillus subtilis,40.7,exact,,,none,unlabeled,no_threshold_available
6589,Bacillus megaterium,20.4,exact,,,none,unlabeled,no_threshold_available
6589,Staphylococcus epidermidis,40.7,exact,,,none,unlabeled,no_threshold_available
6589,Staphylococcus aureus,40.7,exact,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
6589,Pseudomonas aeruginosa,81.5,censored,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
6589,Escherichia coli,81.5,censored,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
6590,Bacillus subtilis,21.3,exact,,,none,unlabeled,no_threshold_available
6590,Bacillus megaterium,21.3,exact,,,none,unlabeled,no_threshold_available
6590,Staphylococcus epidermidis,85.4,exact,,,none,unlabeled,no_threshold_available
6590,Staphylococcus aureus,21.3,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
6590,Pseudomonas aeruginosa,21.3,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
6590,Escherichia coli,85.4,censored,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
6591,Bacillus subtilis,11.2,exact,,,none,unlabeled,no_threshold_available
6591,Bacillus megaterium,11.2,exact,,,none,unlabeled,no_threshold_available
6591,Staphylococcus epidermidis,22.4,exact,,,none,unlabeled,no_threshold_available
6591,Staphylococcus aureus,11.2,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
6591,Pseudomonas aeruginosa,11.2,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
6591,Escherichia coli,11.2,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
6592,Bacillus subtilis,23.6,exact,,,none,unlabeled,no_threshold_available
6592,Bacillus megaterium,11.8,exact,,,none,unlabeled,no_threshold_available
6592,Staphylococcus epidermidis,47.2,exact,,,none,unlabeled,no_threshold_available
6592,Staphylococcus aureus,23.6,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
6592,Pseudomonas aeruginosa,47.2,exact,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
6592,Escherichia coli,47.2,exact,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
6594,Bacillus cereus,1.13,exact,,,none,unlabeled,no_threshold_available
6594,Bacillus subtilis,2.37,censored,,,none,unlabeled,no_threshold_available
6594,Staphylococcus aureus,2.02,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
6594,Escherichia coli,0.718,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
6595,Staphylococcus aureus,3.47,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
6595,Bacillus cereus,1.73,exact,,,none,unlabeled,no_threshold_available
6595,Micrococcus luteus,1.73,exact,,,none,unlabeled,no_threshold_available
6595,Enterococcus faecalis,8.67,exact,,,none,unlabeled,no_threshold_available
6595,Escherichia coli,5.2,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
6595,Pseudomonas aeruginosa,8.67,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
6595,Klebsiella pneumoniae,34.7,censored,,,none,unlabeled,no_threshold_available
6613,Aerococcus viridans,2.5,exact,,,none,unlabeled,no_threshold_available
6613,Micrococcus luteus,5.0,exact,,,none,unlabeled,no_threshold_available
6613,Bacillus megaterium,5.0,exact,,,none,unlabeled,no_threshold_available
6613,Enterococcus faecalis,20.0,censored,,,none,unlabeled,no_threshold_available
6613,Staphylococcus aureus,20.0,censored,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
6613,Staphylococcus haemolyticus,40.0,censored,,,none,unlabeled,no_threshold_available
6613,Escherichia coli,40.0,censored,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
6613,Vibrio harveyi,40.0,censored,,,none,unlabeled,no_threshold_available
6613,Vibrio alginolyticus,40.0,censored,,,none,unlabeled,no_threshold_available
6613,Vibrio penaeicida,40.0,censored,,,none,unlabeled,no_threshold_available
6613,Vibrio vulnificus,20.0,censored,,,none,unlabeled,no_threshold_available
6613,Salmonella typhimurium,20.0,censored,,,none,unlabeled,no_threshold_available
6613,Klebsiella pneumoniae,20.0,censored,,,none,unlabeled,no_threshold_available
6613,Enterobacter cloacae,20.0,censored,,,none,unlabeled,no_threshold_available
6613,Pectobacterium carotovorum,40.0,censored,,,none,unlabeled,no_threshold_available
6614,Aerococcus viridans,0.6,exact,,,none,unlabeled,no_threshold_available
6614,Micrococcus luteus,2.5,exact,,,none,unlabeled,no_threshold_available
6614,Bacillus megaterium,5.0,exact,,,none,unlabeled,no_threshold_available
6614,Enterococcus faecalis,20.0,censored,,,none,unlabeled,no_threshold_available
6614,Staphylococcus aureus,40.0,censored,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
6614,Staphylococcus haemolyticus,40.0,censored,,,none,unlabeled,no_threshold_available
6614,Escherichia coli,10.0,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
6614,Vibrio harveyi,40.0,censored,,,none,unlabeled,no_threshold_available
6614,Vibrio alginolyticus,40.0,censored,,,none,unlabeled,no_threshold_available
6614,Vibrio penaeicida,40.0,censored,,,none,unlabeled,no_threshold_available
6614,Vibrio vulnificus,20.0,censored,,,none,unlabeled,no_threshold_available
6614,Salmonella typhimurium,40.0,censored,,,none,unlabeled,no_threshold_available
6614,Klebsiella pneumoniae,40.0,censored,,,none,unlabeled,no_threshold_available
6614,Enterobacter cloacae,40.0,censored,,,none,unlabeled,no_threshold_available
6614,Pectobacterium carotovorum,40.0,censored,,,none,unlabeled,no_threshold_available
6615,Enterococcus faecium,0.0482,exact,,,none,unlabeled,no_threshold_available
6615,Listeria innocua,0.0981,exact,,,none,unlabeled,no_threshold_available
6615,Micrococcus luteus,0.000145,exact,,,none,unlabeled,no_threshold_available
6615,Staphylococcus aureus,0.195,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
6615,Staphylococcus epidermidis,0.0981,exact,,,none,unlabeled,no_threshold_available
6615,Staphylococcus simulans,0.0981,exact,,,none,unlabeled,no_threshold_available
6615,Mycobacterium tuberculosis,12.5,averaged,,,none,unlabeled,no_threshold_available
6622,Latilactobacillus sakei,0.00189,averaged,,,none,unlabeled,no_threshold_available
6622,Limosilactobacillus fermentum,0.00622,exact,,,none,unlabeled,no_threshold_available
6622,Enterococcus faecalis,0.0875,averaged,,,none,unlabeled,no_threshold_available
6622,Clostridium sporogenes,0.0842,exact,,,none,unlabeled,no_threshold_available
6622,Clostridium tyrobutyricum,0.0633,averaged,,,none,unlabeled,no_threshold_available
